gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
AASDHPPT	8.64720902607747e-10	0.47978735932879013	0.487	0.273	1.7165574637666385e-5
P2RX5	2.7122151718285426e-10	0.4771574575565925	0.19	0.042	5.38401833759684e-6
CITED2	0.00151164452651373	0.47638596346311335	0.387	0.273	1
UBE2L6	1.945260497792251e-8	0.4760939891053658	0.567	0.358	3.861536614167397e-4
MRPL51	1.0073417005145292e-11	0.4759465836270691	0.803	0.597	1.9996740096913918e-7
SPAG1	1.9511556024334424e-12	0.47585136859392	0.173	0.021	3.873238986390627e-8
PAK1	2.7934446425501526e-9	0.4757739769691717	0.493	0.278	5.545266959926308e-5
NDFIP2	3.0057320015970143e-15	0.4757232437353217	0.18	0.01	5.966678596370232e-11
ZRANB2	1.0373211420283507e-7	0.47477212465889584	0.903	0.79	0.002059186199040479
CD79B	1.8567999462942816e-13	0.473749765351342	0.28	0.073	3.6859335733887785e-9
FKBP11	2.567306773521304e-10	0.47263498823612715	0.477	0.247	5.096360676117141e-6
MRPL36	3.933938252815175e-11	0.4710714078740481	0.713	0.457	7.809260825663403e-7
TUBB	1.0362568991919258e-12	0.46915645958163443	0.873	0.699	2.057073570585892e-8
TIA1	2.452671301408038e-11	0.4675485630477767	0.653	0.4	4.868797800425096e-7
DRAP1	2.6212810160087827e-12	0.46646271675407047	0.883	0.652	5.2035049448790343e-8
CCT2	1.3901494064022336e-9	0.46595349328496494	0.747	0.527	2.759585586649074e-5
SIGLEC6	8.691107928027007e-11	0.46549368658403534	0.557	0.288	1.7252718347926413e-6
B3GNT2	2.7419454776998564e-8	0.46293867909486797	0.467	0.275	5.443035967781985e-4
NDUFA11	1.5235946183423535e-10	0.4620206618770113	0.81	0.621	3.024487676871406e-6
ELL2	3.285493914183344e-6	0.46190200355830213	0.187	0.075	0.06522033969045356
PSMA5	4.0709518405319266e-10	0.4617701562408625	0.733	0.525	8.081246498639928e-6
FDX1	2.8256778489248292e-9	0.4615623133943172	0.523	0.306	5.609253097900679e-5
TMEM131L	4.56433102218283e-12	0.45936159413702954	0.32	0.109	9.060653512135135e-8
SEPTIN7	1.0285355660103124e-12	0.4589074113045797	0.957	0.875	2.0417459520870713e-8
ERH	8.909068593236211e-10	0.4580990019526274	0.847	0.696	1.7685392064433203e-5
NDUFAF3	1.0207638766405505e-6	0.4577007700883369	0.643	0.501	0.02026318371519157
GPR55	2.835841413368635e-15	0.45743526201335544	0.237	0.036	5.629428789678077e-11
ACAP1	9.240389335380155e-10	0.4573224745884532	0.683	0.473	1.8343096869663146e-5
ZNF107	1.7603254038937632e-8	0.45713959507836943	0.347	0.169	3.494421959269509e-4
BTF3L4	1.402842145741183e-10	0.4568830379212815	0.563	0.343	2.784781943510822e-6
CASK	3.142001562018822e-8	0.4565779929479933	0.263	0.109	6.237187300763564e-4
ATP5PF	8.358589770029743e-12	0.45636073154032575	0.93	0.779	1.6592636552486045e-7
ARL14EP	2.9549096913467684e-7	0.45469231835486057	0.527	0.356	0.0058657912282924695
CCDC167	5.760238767645496e-9	0.45448295584347864	0.367	0.179	1.1434649977653074e-4
SEC11C	6.703879067833875e-9	0.4541986354715384	0.847	0.688	1.3307870337557026e-4
PSMB8	8.316855137495894e-11	0.45254596394969626	0.877	0.787	1.6509789133443098e-6
TSC22D1	2.590958003578163e-6	0.45132914697453896	0.407	0.252	0.051433107329030114
MAGED2	2.103583829317192e-11	0.4507756991741997	0.397	0.166	4.1758242595775574e-7
FBXO25	3.6063439954319453e-9	0.45069770741564996	0.42	0.213	7.158953465331955e-5
IGKC	1.607869690998097e-15	0.4497132839744249	0.997	0.912	3.1917821236003224e-11
MXD4	1.3098941258404965e-8	0.448559121965338	0.763	0.59	2.6002708292059695e-4
SELENOM	5.454021058683845e-18	0.4484902214153013	0.207	0.01	1.08267772035933e-13
UBE2S	4.715815356971486e-4	0.44765871537965407	0.5	0.377	1
FAIM	2.871635539833582e-11	0.44754228710136346	0.23	0.057	5.700483710123644e-7
UQCRFS1	6.055779052211796e-9	0.4458050179104167	0.73	0.532	1.2021326996545637e-4
ATRNL1	1.2397760304098864e-16	0.44545533782370406	0.207	0.016	2.4610793979666656e-12
AP1S2	2.949139680321061e-8	0.4444636062874432	0.84	0.712	5.854337179405338e-4
CCDC28B	4.366518490027792e-11	0.4436374167473744	0.33	0.127	8.667975854554169e-7
FMC1	2.568596285371387e-9	0.4424176910161062	0.353	0.164	5.09892048609074e-5
NRXN2	2.3592217545272263e-9	0.4420821824970424	0.167	0.036	4.683291104911997e-5
COX7C	2.1860689182013536e-14	0.44170998374926773	0.987	0.927	4.339565409521507e-10
DDIT4	9.597604807198915e-4	0.44134972404566586	0.797	0.657	1
PUS7L	1.010746109582507e-9	0.43986647656620825	0.5	0.273	2.0064321021322345e-5
ZNF292	4.492971144439774e-6	0.43967904704179395	0.693	0.538	0.08918997018827396
BST2	1.1153120706234806e-9	0.4392820241024289	0.853	0.662	2.2140059913946713e-5
GPX4	7.340305429100421e-10	0.4386138091297236	0.88	0.668	1.4571240307307246e-5
NDUFAF8	2.6440371801147905e-8	0.4382256228217245	0.61	0.408	5.248678206245871e-4
LMO4	4.257369799007276e-6	0.4380495260305928	0.633	0.478	0.08451304788009344
EIF3J	4.486360751427013e-8	0.43616664901523805	0.67	0.488	8.905874727657764e-4
TMX4	5.349737249670581e-7	0.4350628219938334	0.503	0.338	0.01061976341432107
CFAP97	1.513503114751502e-11	0.434782934419347	0.653	0.377	3.004455033093206e-7
RRAS2	1.0061385738142645e-17	0.4339692804235414	0.23	0.021	1.9972856828786966e-13
MRPS36	1.9925144370783092e-8	0.4336920897689731	0.573	0.369	3.955340409044152e-4
SREK1IP1	3.485236541972775e-10	0.43262829075452824	0.66	0.392	6.918543059470156e-6
ZNF793	7.790812092893026e-9	0.43229690877913557	0.177	0.044	1.5465541085601947e-4
ZNF706	2.906898594899821e-10	0.43150580432462116	0.863	0.673	5.770484400735635e-6
RUFY3	5.7740488255929295e-6	0.43118549954399477	0.713	0.53	0.11462064323684525
CPLX1	7.544423886944505e-12	0.430482090362493	0.143	0.01	1.4976435857973536e-7
TNFRSF17	7.368206399956021e-8	0.43014487898691645	0.283	0.119	0.0014626626524552697
MPZL1	2.3788385252887078e-12	0.42934054061357174	0.65	0.369	4.722232356550614e-8
AEBP1	3.1061639513293586e-8	0.4282460636248069	0.5	0.288	6.166046059783909e-4
HDDC2	1.881962594533342e-9	0.42770637676783185	0.517	0.291	3.7358839464081375e-5
PPP1R10	1.323288535704858e-10	0.4273281639372004	0.777	0.522	2.6268600722277136e-6
SPSB3	3.419389367859702e-9	0.4250312100544732	0.427	0.221	6.787829834138295e-5
ECI2	2.6812440119721136e-8	0.4247059865208268	0.463	0.273	5.322537488165843e-4
EFHC1	9.745027659508443e-9	0.4241303830152595	0.393	0.197	1.934485440689021e-4
MCTS1	2.561679622703451e-8	0.4230375642774171	0.657	0.449	5.08519021902862e-4
NECTIN1	8.607993510004622e-9	0.4204157224012295	0.397	0.2	1.7087727916710176e-4
ZNF593	1.963682674556524e-9	0.4199648178751396	0.34	0.145	3.898106477262156e-5
ECHS1	3.930507976248443e-9	0.41983783557964893	0.563	0.351	7.802451383650783e-5
OSBPL1A	1.3596192442663466e-8	0.4197268584747309	0.28	0.114	2.6989801617931247e-4
CLIC5	3.6448959568078507e-13	0.4190802484656168	0.16	0.01	7.235482963859264e-9
TSHR	4.895295906295987e-10	0.41813350276910105	0.173	0.034	9.717651903588164e-6
KLHL24	1.3505880709969236e-8	0.4178882580707953	0.543	0.33	2.681052379735993e-4
TRIAP1	7.508558814479933e-10	0.4174899528051964	0.447	0.229	1.4905240102624115e-5
TMEM14A	2.1636103965915182e-7	0.416889191142241	0.297	0.14	0.004294982998273823
CPM	2.4330783814791394e-15	0.4168519453504628	0.24	0.036	4.8299038950742395e-11
C1QBP	2.1064593775368054e-6	0.416849373047514	0.793	0.722	0.041815325103483125
RHEB	9.232929508495346e-9	0.4151742639126881	0.61	0.41	1.8328288367314112e-4
CEP290	1.3823464106545546e-4	0.4149586084165795	0.37	0.239	1
MT1X	6.0658139934893636e-18	0.4147450339265252	0.407	0.125	1.2041247358475736e-13
BMP3	1.832567492350533e-14	0.414280302333602	0.143	0	3.6378297290650433e-10
KRT10	1.0385520292741433e-9	0.41289594339353997	0.84	0.688	2.061629633312102e-5
ACADM	6.794342695227557e-8	0.412634726433847	0.633	0.434	0.0013487449684296223
IGLC3	0.7489179684494449	0.41201009994730575	0.067	0.062	1
MAZ	1.6859341843099255e-8	0.4116978128373152	0.633	0.413	3.3467479492736333e-4
ACSS1	8.474691035646826e-9	0.41012200929640374	0.26	0.096	1.6823109174862516e-4
TIPRL	1.3340618480230505e-8	0.40895947413331435	0.537	0.325	2.6482461745105576e-4
BEX5	3.504425862248122e-16	0.408359861462433	0.197	0.013	6.956635779148747e-12
NME1	1.1223044488644527e-6	0.40834858033061106	0.49	0.322	0.022278865614408252
HMGB3	1.6212388008551793e-6	0.4078266651675815	0.237	0.104	0.03218321143577616
PTPRK	3.033388264616737e-11	0.40729845653624175	0.117	0.003	6.021579044090685e-7
IFI16	1.3624257735850781e-11	0.40676425072136846	0.91	0.717	2.7045514031437384e-7
ALKBH7	4.207457953258113e-8	0.40659178939352536	0.693	0.499	8.35222478301268e-4
NDUFB3	7.730830457785614e-10	0.40647784610302407	0.773	0.548	1.534647154175022e-5
SMARCE1	4.559427012406479e-9	0.40646583157018634	0.6	0.358	9.050918562328103e-5
LSM6	2.7883619711300855e-8	0.40601552065464175	0.623	0.41	5.535177348890333e-4
DCTPP1	3.321722844576786e-7	0.4059719448975432	0.427	0.262	0.006593952018769378
MAGOH	5.4763298642656855e-8	0.40568571891072414	0.67	0.452	0.0010871062413553812
SSBP1	2.8550796673015185e-9	0.40491010252562143	0.823	0.67	5.667618647560244e-5
TRIM22	3.863306156956238e-7	0.40466754685548967	0.863	0.745	0.007669049052173828
INSIG1	2.097913276339102e-7	0.4039960272755333	0.423	0.236	0.004164567644860751
TFAM	3.256860274365272e-8	0.4036201537547697	0.69	0.491	6.465193330642501e-4
INSM1	2.482819399852202e-9	0.40336488423139066	0.11	0.008	4.928644790646606e-5
SSR4	8.727846431138508e-10	0.40248430240077404	0.98	0.953	1.7325647950453052e-5
PCDH9	2.9775307397429643e-5	0.4018150283940703	0.243	0.119	0.5910696271463758
PSMD8	1.17957989017596e-9	0.4016521416894623	0.85	0.634	2.3415840399882984e-5
OCIAD2	2.0958862099141025e-11	0.4014311663008412	0.653	0.392	4.160543715300485e-7
GTF3A	1.1945288427426414e-8	0.4011632503410416	0.9	0.784	2.3712592057284173e-4
ABCG2	1.316122496971339e-12	0.40058571070094917	0.193	0.029	2.6126347687378053e-8
HOMER2	5.291903272204202e-12	0.40058261322013367	0.26	0.07	1.0504957185652562e-7
BEX2	1.0621214996413373e-6	0.39969085021954887	0.297	0.143	0.021084173889380185
KCNJ12	1.8715426700536793e-14	0.39866937749296655	0.183	0.016	3.715199354323559e-10
ARFIP1	9.000791740544918e-11	0.3978430170523455	0.237	0.065	1.7867471684155717e-6
DGUOK	4.733342649835367e-8	0.39765175458178337	0.603	0.384	9.396158494188187e-4
DNAJB9	8.831972426315522e-8	0.397360746827107	0.557	0.348	0.0017532348463478943
PRMT1	5.094221532689921e-7	0.3960923804958334	0.677	0.499	0.010112539164542762
APRT	2.3548434150566137e-7	0.3943063348340883	0.88	0.766	0.004674599663228884
SLC27A5	4.820972341703689e-10	0.3942005821150911	0.223	0.062	9.570112195515992e-6
HCFC1R1	1.90209475876031e-11	0.39357490147395213	0.29	0.094	3.775848305615091e-7
BANK1	1.941913754877697e-5	0.39324769313471575	0.35	0.21	0.3854892994807716
CTSV	6.74020947512507e-6	0.39313151152762055	0.19	0.078	0.13379989829070776
PSMD14	2.867253335224552e-7	0.39244706788375405	0.583	0.4	0.0056917845957542585
MEF2D	8.330757362894136e-8	0.39235432188856256	0.727	0.543	0.001653738644108115
ZNF37A	1.7001924189716447e-6	0.3921613384996596	0.363	0.197	0.03375051970900612
MED10	1.7416433479034486e-7	0.3921561535158604	0.667	0.491	0.003457336209923136
NDUFA5	8.529967503821031e-7	0.3919711968367676	0.64	0.465	0.01693283849183513
SNRPE	4.756772988915461e-9	0.391509041424944	0.857	0.686	9.442670060296081e-5
FAAH	4.065657331275629e-9	0.39140614025025217	0.373	0.174	8.070736368315252e-5
ZNF608	5.815797280245173e-10	0.3911342485941741	0.213	0.055	1.1544939181014693e-5
BCAS4	7.93579133083513e-9	0.39062028936400345	0.35	0.161	1.5753339370840817e-4
ODF2L	6.652552271450499e-7	0.3904324700807441	0.537	0.343	0.013205981514056385
PMAIP1	1.1028198129726208e-6	0.3901029964660987	0.457	0.27	0.021892076107319493
MYH15	3.650701710695648e-14	0.38944377534414854	0.18	0.016	7.247007965901931e-10
PLPP5	1.6503680371351707e-7	0.3890425310777297	0.423	0.247	0.0032761455905170275
RASSF8	3.6516274632249803e-9	0.388876720083883	0.29	0.112	7.248845677247908e-5
CASZ1	1.1398717589350058e-11	0.3871965093348413	0.26	0.07	2.26275942866188e-7
CD1E	3.460830495136113e-10	0.38704425496281625	0.113	0.005	6.870094615894697e-6
SEC22B	2.458952772373867e-7	0.387021997352304	0.537	0.34	0.004881267148439364
COX5B	1.3752000105964763e-8	0.38664195685477454	0.93	0.79	2.729909541035065e-4
HBEGF	3.3236718961524066e-7	0.38649165300623134	0.087	0.008	0.006597821081052143
CDCA7	7.695248624898267e-5	0.385707231523645	0.22	0.114	1
BLNK	5.929600345294332e-7	0.3850977427906521	0.863	0.719	0.01177084964544378
PSMC4	9.159119434811157e-10	0.384567759817005	0.547	0.306	1.8181767990043628e-5
CD72	3.344656026365503e-11	0.38432625970363055	0.223	0.055	6.63947667793816e-7
WDR64	1.4281630837096448e-13	0.3839779589946377	0.183	0.018	2.835046537472016e-9
SMAD3	4.3809065071137847e-8	0.3835120412358305	0.483	0.283	8.696537507271574e-4
BET1	3.89054720424425e-7	0.3832051375522644	0.41	0.229	0.007723125255145261
RHOBTB3	3.558496868447674e-8	0.3821581002520374	0.187	0.055	7.063972133555477e-4
TSC22D3	0.0010654749106059637	0.38172851568771415	0.61	0.504	1
RAB3IP	8.832252131594813e-7	0.38160560524408527	0.237	0.101	0.017532903706428862
ACAT1	1.648072238204514e-8	0.3811349790705217	0.33	0.151	3.271588200059781e-4
SDF2L1	9.586193711127521e-10	0.3810154886715711	0.7	0.478	1.9029553135959243e-5
YWHAH	4.6252567232078585e-7	0.3809767020205991	0.55	0.369	0.00918159712123992
H2AC6	0.0036127529235028127	0.3807128453133919	0.397	0.309	1
CDH1	9.529050916055278e-9	0.37947331196527173	0.183	0.047	1.8916118973461333e-4
TCEAL3	1.0663340630779245e-7	0.3792533052779787	0.313	0.148	0.002116779748615988
BZW2	4.140292109887754e-8	0.37872487913394237	0.493	0.304	8.218893867338181e-4
HTRA2	2.197370509368986e-9	0.3774126612475085	0.34	0.14	4.362000198148374e-5
TNNT3	2.6307064545913793e-11	0.37740753951864703	0.2	0.039	5.222215383009348e-7
NDUFA3	4.757147835222532e-8	0.37737839229755843	0.8	0.592	9.443414167700249e-4
COX6B1	8.688886325495045e-12	0.3773166621483486	0.973	0.836	1.7248308244740214e-7
TRIM56	3.777411234952806e-9	0.3771860364786067	0.483	0.265	7.498539042504815e-5
YPEL3	2.6612391184140838e-5	0.3765125846703583	0.513	0.358	0.5282825773963797
PRDX5	3.9091758852735773e-7	0.3761952490043363	0.81	0.649	0.007760105049856579
SERPING1	2.7882363780286914e-7	0.3761568355793128	0.263	0.114	0.005534928034024755
PIN4	1.1928226315719112e-8	0.3754997425005484	0.547	0.327	2.3678722059334008e-4
VEZT	5.097128150235248e-7	0.37511061541293145	0.433	0.255	0.010118309091031992
MDH2	1.7421587874786362e-5	0.3742237949555616	0.697	0.569	0.34583594090238406
PSMB5	9.573669137533057e-8	0.37396776518200914	0.46	0.265	0.001900469060491687
POLR2G	7.198401898000161e-6	0.37382853504104196	0.62	0.465	0.1428954760772012
POLR2L	1.901716780086352e-7	0.37349464977080826	0.853	0.696	0.003775097980149417
CTSW	1.4365492036691556e-8	0.3730209498119646	0.297	0.125	2.851693824203641e-4
PTPN7	7.51173429318543e-7	0.3719744475972734	0.44	0.27	0.014911543745402397
SRI	1.8648994898024888e-6	0.37080848983268644	0.703	0.54	0.037020119772069204
OR5AN1	5.782596487846594e-9	0.37064994721440686	0.167	0.036	1.1479032288024274e-4
YWHAQ	2.4527700042193947e-8	0.36952076480811913	0.727	0.525	4.86899373537592e-4
SRSF9	1.02765773246096e-8	0.3683004218082937	0.89	0.717	2.0400033647082519e-4
TOLLIP	1.2201097852611141e-8	0.3682854404254621	0.37	0.177	2.4220399347218378e-4
PCNX1	1.0335122243284737e-6	0.36814255634715953	0.543	0.364	0.02051625116514453
KCNMB4	6.022846374315891e-9	0.3680437171883071	0.173	0.042	1.1955952337654475e-4
HMGB1	7.459736185315278e-17	0.3673580267244754	1	0.969	1.4808322301469358e-12
SOD1	2.957543291122697e-7	0.36686863765192057	0.84	0.688	0.005871019187207665
SSR2	4.203493326529824e-7	0.3668671359132407	0.92	0.818	0.008344354602494353
LMBR1L	2.3146533429081265e-7	0.3661733341238641	0.21	0.078	0.004594818351006922
SHPRH	2.808640423339532e-4	0.3659217951619449	0.417	0.286	1
CD81	0.021615203570361653	0.36508447874872374	0.517	0.488	1
YBX1	6.729024685241536e-15	0.36461733085814974	0.983	0.966	1.3357786902672974e-10
ALDH2	4.946540958142906e-7	0.3638450666977182	0.78	0.6	0.009819378456009482
XAF1	3.8374251904911585e-5	0.36357952827145534	0.35	0.208	0.7617672745643999
BUB3	4.496911703358799e-6	0.36306701192177115	0.653	0.496	0.08926819422337552
SVIL	2.755762559262447e-10	0.3627632384241009	0.203	0.049	5.4704642563918835e-6
TTC14	2.7858978311897797e-7	0.36274717447465976	0.777	0.584	0.005530285784694832
GNLY	0.0036324942678572785	0.36245531598463393	0.103	0.047	1
IGHD	8.999992253814128e-7	0.3621948450311732	0.267	0.125	0.017865884623046425
SH3BGRL3	9.771895939729859e-7	0.36196357077691976	0.96	0.86	0.01939819062995774
MED19	3.1059787276479616e-7	0.3600630711376943	0.327	0.164	0.006165678372253969
MRPL40	4.2693443718834966e-7	0.3600045005617988	0.44	0.257	0.00847507551262593
ABCA6	4.5585006923774416e-11	0.35989817830953424	0.193	0.036	9.049079724438459e-7
NDUFAB1	1.0562751563258718e-6	0.35966210267943177	0.757	0.61	0.020968118128224883
TPI1	9.425082204289773e-6	0.3595281968083768	0.637	0.473	0.1870973068373563
COX7B	2.4983004957320903e-7	0.35939813936839515	0.873	0.745	0.004959376314077772
NOC3L	1.3657259095521675e-8	0.3592394342773336	0.387	0.187	0.00027111025030520074
MCUR1	1.856528664318254e-7	0.3591788488871791	0.493	0.299	0.0036853950515381663
STMP1	5.7327595390817855e-6	0.35894743731779344	0.703	0.556	0.11380100961031253
PSMB2	6.3074661293839994e-6	0.35884536806760203	0.71	0.556	0.12520951013440176
ATP5MC1	1.2999921069250083e-6	0.3584960822422967	0.747	0.6	0.02580614331456834
KYNU	4.76024172821201e-7	0.3580206483045768	0.523	0.338	0.00944955585467366
PAK2	7.007601650778217e-6	0.3579761786665756	0.903	0.766	0.1391079003695984
ARHGEF40	4.527789533629504e-7	0.357406403195799	0.197	0.07	0.008988115003207928
MYC	1.7990756240755355e-10	0.357285558093689	0.147	0.018	3.5713450213523455e-6
TOP1	1.1473560023195676e-8	0.3572284458667214	0.87	0.694	2.2776164002045736e-4
SRPX	1.438591973860727e-9	0.35675257642645536	0.32	0.122	2.855748927310929e-5
CNPY2	8.311475633199407e-6	0.3565935339598728	0.563	0.395	0.16499110279464144
SLC18B1	1.310030758012147e-6	0.3565328627094175	0.317	0.161	0.02600542057729913
SIRPB1	4.317361776616197e-6	0.35586821481955333	0.433	0.265	0.08570394862760812
BLK	5.4553662642482454e-11	0.35432158938824243	0.25	0.065	1.0829447571159193e-6
ZNF738	6.25016328391973e-8	0.3532341679444357	0.223	0.081	0.0012407199134909055
SERPINB8	1.0162975752395033e-5	0.35251544010030267	0.52	0.356	0.20174523166079378
H4C3	0.010873107744493021	0.35246238808559616	0.85	0.732	1
NDUFA6	2.957123113796604e-7	0.3512348375013765	0.637	0.434	0.005870185093197639
SRFBP1	3.052217573195786e-6	0.35090029133368816	0.39	0.229	0.06058957104550955
FAAP20	4.613242056746176e-6	0.3501014423980582	0.617	0.429	0.09157746806846834
ADSS2	3.5089863450065234e-7	0.3500753148969111	0.48	0.301	0.0069656887934724495
LSM3	1.2522613226911313e-7	0.3499271146563212	0.817	0.626	0.002485863951674165
PSMC6	2.000015079289223e-6	0.34992654836581394	0.577	0.39	0.03970229933897036
SQSTM1	1.6513525398665793e-7	0.34947391583766296	0.617	0.41	0.0032780999268891466
PACC1	7.913391949446301e-8	0.3488517285715128	0.423	0.229	0.0015708874358845851
HDAC2	1.8081489938742914e-6	0.34831800310030814	0.67	0.506	0.035893565677398556
CHD4	3.2411727205857397e-8	0.3481637888732185	0.653	0.421	6.434051967634752e-4
TMED3	3.350712444580345e-5	0.3481103205946823	0.487	0.348	0.6651499273736443
CD3E	1.3918891890085254e-4	0.34782252367844074	0.213	0.106	1
TMEM134	1.4285267127800817e-5	0.3477411100131935	0.363	0.229	0.283576837753974
C9orf16	2.5167589376452657e-6	0.34754241215914994	0.74	0.548	0.04996018167119617
SMIM14	5.4523231328667837e-5	0.3467889078410824	0.773	0.696	1
NME4	4.262074348625078e-6	0.34547578949518465	0.51	0.335	0.08460643789455642
ZNHIT1	3.912753146288121e-7	0.3453091392825469	0.777	0.61	0.007767206270696549
SRRM1	7.173541046056538e-6	0.3449280897706992	0.92	0.8	0.14240196330526833
EIF5A	1.6497685099168642e-7	0.34468327106709173	0.797	0.657	0.003274955469035967
DALRD3	6.081287663309541e-7	0.3444084377587372	0.25	0.109	0.01207196414043577
IMMP2L	1.4464417600081528e-5	0.3443708443587991	0.267	0.143	0.2871331537792184
TES	5.1503977417605145e-6	0.3442021432461764	0.517	0.34	0.10224054557168798
LILRB4	1.1976681469924934e-4	0.34316617685393047	0.75	0.694	1
PLEKHG4B	1.4558401317547247e-10	0.34285852359163993	0.16	0.023	2.889988245546304e-6
GMFG	1.4979068050145373e-9	0.34262786402579914	0.927	0.805	2.973494798634358e-5
SNX20	3.3915195561468744e-9	0.34190074764989775	0.507	0.273	6.73250547090716e-5
PNKD	3.6341757012613856e-6	0.34171757616445586	0.477	0.301	0.07214202184573977
